ImageName,Bicycle,Bridge,Bus,Car,Chimney,Crosswalk,Hydrant,Motorcycle,Other,Palm,Stair,Traffic Light
03031.png,-4.4103346,-3.631764,-1.090017,16.437943,-6.3493896,0.07796114,-4.326684,-2.1689072,-1.7871498,-1.0916351,-5.4381285,-0.98329985
03032.png,-0.9889913,-3.5828853,17.777023,-1.3854418,-0.7403016,-0.7888266,-3.7147114,-3.8385491,-0.78391117,1.918426,-0.44933528,-2.2812471
03033.png,-3.5011065,-4.5366306,-2.8902373,8.302109,-1.8012999,14.998542,-3.0062149,-4.341964,-5.7214494,-4.4113064,-2.9288454,0.69434285
03034.png,0.264821,-3.5158846,-2.0924182,-0.9727578,-1.9769063,-4.22444,-2.4470344,-2.702616,3.5134737,20.600088,-2.2226024,-1.9678236
03035.png,0.18812822,-4.3114114,-2.5175614,13.576176,-6.3616357,-0.76513577,-3.4192696,-3.7469258,2.002254,3.419125,-4.283589,-5.6117463
03036.png,-4.818625,1.0889628,-4.2381907,13.475523,-2.6861475,-3.6367054,-0.29678905,-3.7955675,7.7214546,-9.255798,-3.303385,-4.276406
03037.png,-3.0382502,-2.0967646,-3.477963,4.9384465,-4.065393,-5.136864,-1.5552969,-4.859258,11.489785,-1.16526,-3.3517983,-4.9737144
03038.png,-4.1593456,-4.3311043,-4.3631907,9.648641,-2.1752443,3.9256797,-3.7219918,-4.177678,-2.130571,1.344871,-4.9655294,5.0967
03039.png,15.790534,-6.235156,-3.5220325,0.27969736,-1.2456021,-7.031829,-3.70105,-2.2266765,8.656407,-1.2915603,3.5760396,-6.5792766
03040.png,-2.5074656,-1.5836941,-1.9124147,6.749304,-2.1127,-3.6493661,-0.9637156,-3.2262592,6.6322427,-1.8708562,3.4867053,-5.4247994
03041.png,-1.9804189,-3.234581,3.7608814,15.11828,-5.0424895,-0.2801385,-4.554624,-4.838266,-1.4599317,-2.3597836,-3.1221035,-3.829523
03042.png,0.5578026,-4.034112,1.5878632,16.089283,-3.3793783,-1.2669088,-1.8853664,-0.6170858,-2.615824,2.255702,-5.562618,-6.2856894
03043.png,-0.5076749,-3.802739,-2.4441855,-0.6599199,-1.7145712,-4.196991,-2.83401,-2.8219638,4.043519,17.744219,0.08351844,-2.9058473
03044.png,-4.7270966,0.95889336,-3.4649646,0.5029431,-2.360287,-8.695045,-4.570117,-2.8287106,10.051781,9.878823,-4.657232,3.7428691
03045.png,-2.994459,-5.036027,-3.6954875,18.523943,-3.4486878,-2.5040405,-2.4119296,-3.672746,-0.7708151,1.9227821,-4.496768,-4.9874353
03046.png,-4.5676627,-5.1907725,-1.1746238,-4.6127777,-0.41538554,-3.465007,-1.0590026,-2.3094869,3.659316,4.3272815,-1.5402657,10.198329
03047.png,-0.90579796,-2.6656609,-1.2841972,-4.96381,1.1430111,18.763449,-3.358083,0.118233055,-0.031403095,-1.4803402,2.773525,-5.5679016
03048.png,-0.28633648,-5.2969217,-5.9976735,15.899248,-4.615538,-0.17450121,-4.3996196,-5.2724895,1.7885153,2.4626942,-2.8105779,-6.4355454
03049.png,-1.5368416,-2.6826763,0.8571197,-2.0912027,-0.7160102,-7.268145,0.10903585,-0.13294004,13.467536,2.7691143,0.88892704,-3.4096007
03050.png,1.2294497,-1.8583654,1.2468065,-2.7368834,2.1816375,-8.207283,22.044384,3.58869,1.6560153,-0.03338735,2.9871275,-5.4195566
03051.png,0.23524962,-1.7947791,16.265463,0.6231115,-0.032853425,-2.1703453,-4.425654,-1.3011036,0.37150505,-2.001656,-2.502767,-3.6107
03052.png,-3.4908893,-4.202462,1.6555108,-1.6797695,-1.6809285,-10.363799,0.61593527,0.000811778,9.854127,13.033558,-2.9049795,-1.2109891
03053.png,-1.7346013,-5.6293464,-0.6545744,16.138939,-3.928516,0.7807144,-4.132775,-3.4789968,-0.63405704,1.2577478,-5.2179914,-5.8370743
03054.png,3.8309019,-4.4115644,-2.6672323,6.79367,-2.013504,-4.873948,-2.815688,0.36732492,6.999237,-0.32184333,9.960225,-7.991597
03055.png,-3.5196881,-1.5835011,-3.118794,-0.84975547,-1.3518612,4.7082148,-2.9739764,-3.5238802,-0.14884944,-0.43657,-2.0894616,14.547084
03056.png,-2.8214412,0.45059708,18.3527,3.7814648,-3.4078588,-5.2781444,-4.777134,-4.122462,-2.0619943,-2.3021717,-1.7729957,1.724055
03057.png,25.686737,-1.1202586,-1.39962,2.4798627,-1.506618,-6.257178,-2.5232084,-1.097727,-3.9388855,-2.6642802,0.16731839,-4.254723
03058.png,24.13839,-0.6966826,-0.83420646,0.39707375,-1.2854279,-6.3878584,-1.6976819,2.4629374,0.9297206,-1.3891871,-0.18599619,-3.468438
03059.png,-4.8492913,-2.1641362,-4.5836596,18.702763,-4.317679,0.54808617,-3.0447013,-2.8444123,0.071749285,-3.0274644,-6.5317163,-5.373255
03060.png,-1.1527677,-4.8936024,-1.995509,17.371853,-5.371675,-3.3208036,-3.1267617,-3.806331,-0.042789124,5.266008,-4.477856,-7.761462
03061.png,1.0471886,-3.20997,-0.6272391,3.1006765,0.27451003,-7.220317,18.44567,1.1886561,-0.3131412,-1.816971,1.5898819,-11.692061
03062.png,3.45674,-5.623954,-2.1893818,-5.8939896,1.6628098,26.36263,-2.0734496,-2.835094,-5.969482,-7.4894133,3.3743675,-1.5195593
03063.png,-0.3734426,0.33665857,-3.0345063,-1.5077447,14.837282,-0.69781804,5.4367275,1.884898,1.8578207,-3.1952615,3.9586706,-5.109697
03064.png,1.6374137,-7.4827843,0.19701621,18.419386,-5.0367947,-5.9237123,-1.3297756,2.9800942,1.1267072,0.76395893,-4.5776763,-4.577467
03065.png,0.4167034,-1.7763839,13.443423,4.822202,-2.074546,-2.7308886,-3.2169495,-1.7589933,-2.9587145,2.6552546,-4.414143,-5.4022636
03066.png,-1.4470658,-3.5359712,-3.7045746,2.96413,-3.299946,-4.7530117,-5.5483837,-2.9587579,15.937044,-0.018361796,-4.7311363,0.9727837
03067.png,-0.7216223,-2.2631512,-2.3397949,3.2694995,-4.0291357,-1.4339622,-4.117677,-0.8045031,12.784495,-3.4073677,-2.686187,-5.458054
03068.png,-0.06589241,-3.74405,15.76621,7.1371646,-3.7570703,-2.725644,-4.6905274,-2.9020422,-2.5002062,1.7805078,-2.7333386,-7.8278446
03069.png,-4.833711,-2.566064,-3.7728467,-2.768117,-0.9068223,4.995454,-0.9712085,-5.052441,1.2501895,-7.076708,-1.2288684,20.382626
03070.png,1.6271834,-1.2621981,1.5618793,-1.0075302,2.2628322,2.3542206,-0.34930378,-0.43833682,-3.6362853,0.78657395,19.580532,-3.964023
03071.png,-4.6366596,6.264538,0.45675611,11.485217,-4.6075163,-9.7329035,-3.549945,-0.49491367,6.7727666,-3.9510155,-5.2541676,-6.501341
03072.png,-3.136898,-1.6175258,-5.1343136,10.781559,-4.4384828,-5.9351873,-4.936716,-4.1489124,3.5093284,13.713311,-4.946942,-5.5334435
03073.png,-1.6725781,-3.010028,15.791938,1.0538065,-1.4045595,-4.816616,-4.588854,0.42663074,-1.9380013,5.133092,-2.6146622,-4.834711
03074.png,-4.1053734,-5.4479527,-0.7827293,18.405075,-4.1412983,-3.2790182,-2.5602765,-2.5738661,-0.13739602,-1.2215925,-3.2467608,-4.222362
03075.png,-3.6326993,12.801686,0.7860904,-6.5467153,-0.4114405,-5.904639,-2.1477015,-0.49558192,5.0812874,0.52737343,-0.27522856,-2.3403287
03076.png,-1.253187,-2.5514228,21.35321,1.3332441,-1.4273252,-3.9449131,-1.1583586,-3.2508411,-2.9539645,0.4284445,-0.016494283,-2.6568093
03077.png,-4.0648904,-3.9424808,-1.1086985,15.123398,-5.722132,1.6691402,-4.1207623,-4.694016,-3.1361697,1.9934266,-5.87641,-1.4636685
03078.png,-3.4687152,-1.8979988,-3.2991576,9.761576,-3.6944454,-0.46330506,-3.393188,-4.2948217,-1.7127326,-0.06470023,-4.8942437,6.6563177
03079.png,-3.443699,-4.499812,-2.2832403,6.371973,-3.2591672,11.538478,-4.2019744,-4.3297315,-3.5643547,1.7982635,-3.6598146,0.6692199
03080.png,27.672003,1.216429,1.0138944,-3.4636664,0.011733413,-5.5681167,-0.671671,2.8450482,0.43664566,-3.8359084,1.764288,-7.1573014
03081.png,-1.3521365,-3.7198563,-2.1824288,1.2733468,-3.7966554,-5.2950916,-3.7368991,-2.7898548,1.2466618,14.489179,-1.8658248,-2.094082
03082.png,-0.44693536,0.5795092,2.4858942,-0.06717959,5.141928,-8.652859,25.153395,-0.7410549,2.043129,-6.5165677,3.7777405,-5.7452493
03083.png,-1.9101851,-6.412496,1.6473112,14.0206,-3.3956711,-1.0768225,-3.713135,-4.021706,0.20881961,-4.287581,0.5128965,-3.044103
03084.png,-5.153288,-0.47360846,-0.5328062,11.625367,-4.7938414,-11.470165,-0.35623538,-1.4624498,11.585551,-4.810586,-3.1807237,-1.6365448
03085.png,-2.623677,-0.9346662,-1.7359422,10.928629,-2.4154935,-0.629019,-2.3647053,-1.7365706,7.3116927,-4.36858,-4.3515596,-3.4663851
03086.png,1.7605798,-0.53418416,-1.8265885,-3.9236188,2.5007334,-5.304209,1.6486831,-0.8557483,11.139369,-2.8141208,1.1501169,-0.46567246
03087.png,-0.2626496,-1.6244149,-1.5778264,-2.8372886,-0.90571666,-6.0186267,-4.781651,-2.7357183,2.9686477,18.762684,-2.9993782,0.2318669
03088.png,-4.275576,-4.074222,-2.118474,10.373196,-4.0068574,10.958868,-3.654265,-3.822497,-1.9672438,-3.2386706,-4.466807,-3.4793904
03089.png,-1.5888414,-0.45955786,-0.6532814,16.277424,-4.642159,0.6728894,-2.0980098,-2.0151153,-1.9537765,-1.1802009,-4.5254736,-7.3207808
03090.png,0.011550352,-2.870586,14.178862,0.67105615,-1.581733,-0.43812197,-3.477864,-3.022797,-1.9971808,2.1540792,-2.1686301,-3.758903
03091.png,-4.459509,-0.051345967,3.1426616,-0.9993481,4.752436,-7.5325856,18.699875,1.9934268,2.352207,-1.6461082,2.1835666,-2.6419318
03092.png,-2.9767277,-6.4404993,1.5620319,16.709284,-5.456576,-3.2922065,-6.14605,-2.941491,0.47785407,-1.1410891,-5.5805564,-4.2216315
03093.png,-1.3979977,-6.39037,-1.4163247,17.001127,-5.276275,-2.6453543,-3.31519,-5.249933,0.15440832,2.3253539,-3.8282008,-2.4733088
03094.png,-1.7620213,-1.3654289,-0.52686495,7.6884995,-1.6242191,-7.7968774,-5.0765333,-2.641448,4.1130633,8.500929,-2.2292511,-4.502593
03095.png,-5.1440816,-3.90873,-4.6222706,-0.6155952,-1.1615101,7.4430165,-2.708945,-5.2430067,-1.4938189,-7.5096955,1.7169486,19.939758
03096.png,-3.9146035,-2.648757,-2.1932712,11.049957,-3.6055994,-1.587071,-3.6499817,-3.0970602,0.964741,0.27833045,-6.0833874,0.1432187
03097.png,1.4112551,-5.8063107,-2.2176352,-6.5824556,0.23674351,21.965696,-3.318937,-5.001899,-4.536101,-3.4870667,4.0999026,0.5142957
03098.png,-3.3557487,-4.972692,0.22464333,17.45941,-5.6550994,-4.7279644,-3.1159368,-2.5724783,0.009363214,2.0971348,-3.7058973,-5.3119354
03099.png,-0.7230677,-2.3042352,-1.1287723,6.3740077,-4.125521,-11.502084,-2.6175497,-2.0362172,10.481357,6.433657,0.7750083,-6.975205
03100.png,0.59958756,-2.3936405,-0.53567475,-3.8451872,1.5580964,-7.7088346,22.136248,1.6296085,2.0043209,-4.239212,3.9003935,-2.7209039
03101.png,-2.340815,-3.572897,-4.2756033,16.86419,-4.826168,-0.7605943,-3.4677684,-2.8813128,2.739708,1.5070492,-4.312822,-6.553812
03102.png,2.7725437,-4.0727706,-2.009364,2.9237952,-3.6826262,-9.136741,-4.6967053,-1.7967947,17.07913,0.9520406,0.98634714,-11.124227
03103.png,-2.1113286,-5.636384,-0.8031285,6.0594378,-2.9355175,13.317777,-2.8688705,-4.412026,-2.5325394,-4.3694234,-0.7241345,-2.8967638
03104.png,0.6423076,-5.9094667,-1.6914729,-4.4882774,-0.36075616,14.704364,-3.7025192,-3.0251546,2.439157,-3.0425887,0.35578686,0.7896668
03105.png,-4.615145,-4.624957,-3.2650287,15.334848,-5.330235,2.089111,-2.644616,-3.7300026,-3.976243,0.118936926,-5.356542,0.4839529
03106.png,26.197403,-4.7474766,-0.31653342,-2.051902,-1.5333743,4.2669535,-4.46126,2.1647942,-3.7401881,-1.6667825,-0.06590385,-6.6515307
03107.png,-0.10640548,-1.4615183,-0.79708713,-1.7867554,1.64221,2.0784686,1.0278671,-0.8872843,0.22186308,-2.4714236,16.476564,-1.8905216
03108.png,-4.6012983,-1.4296927,1.9051224,10.616585,-5.9873996,-0.028036825,-4.5636086,-4.99606,-2.349515,0.6442861,-5.851048,0.6708103
03109.png,-5.1327853,-2.5209637,-1.4023627,18.844189,-6.077915,-5.802614,-3.2365253,-3.097855,-0.15684132,-0.18325062,-7.1950626,-2.7642725
03110.png,-1.7758548,-3.0619633,-4.994913,0.559462,-1.5500312,-5.3042727,-4.3418717,-2.5678568,3.6745958,17.132662,-1.1683278,-3.6341765
03111.png,-1.4408696,-3.4461987,-3.9735105,1.2850413,-2.2856007,-4.6728454,-3.209842,-3.8455796,1.8770192,15.839001,-2.3778472,-1.21114
03112.png,-5.8281393,-3.8882813,-4.6292295,14.637393,-4.047878,1.032137,-3.1197994,-3.656465,1.2487273,-2.4178488,-5.3230963,-1.7595171
03113.png,0.11435084,-0.4752365,1.4493498,-2.747236,4.551058,-7.2293224,23.933172,-0.1531915,0.7246657,-5.7468505,6.632941,-5.8142905
03114.png,-0.2320366,-5.528365,19.549025,-3.5454187,-1.2965602,-7.062556,-3.4829814,-0.1834585,2.4406996,1.5905908,0.5566004,-4.3880672
03115.png,5.400118,-1.7548842,-2.21963,-4.339246,-3.049784,-7.947211,-2.4258645,0.9619467,2.302018,22.887043,-0.808349,-3.9034054
03116.png,-6.8076143,-1.700103,-3.4999442,8.886134,-5.4018483,-1.2733464,-4.5785823,-4.0132914,4.3434176,2.7699203,-5.583136,4.097552
03117.png,0.6138614,-4.170494,-2.044956,-6.1819735,2.9661365,22.913849,-3.4679024,-2.1809306,-6.097956,-5.641181,1.7195327,1.1716539
03118.png,-3.440038,-1.865509,-1.7024962,14.746457,-5.3498907,-0.979693,-4.9801364,-4.0295286,-1.3140697,2.189853,-5.666777,-4.824285
03119.png,1.4337431,-4.8125396,-5.896773,9.601929,-3.2567368,1.0937167,-6.4690976,-3.0945692,2.8809583,10.3867445,-3.175808,-7.6459494
03120.png,-2.9697242,21.042204,-1.4722084,-5.881812,-0.8531836,-2.1285965,-2.2335355,-0.32268038,0.99303114,-3.0299106,3.0645728,-6.274451
03121.png,-0.23368694,-1.7270703,1.0031761,1.7779503,4.8790584,-6.091594,23.441147,2.2281957,0.4459548,-3.4009457,2.8090854,-1.5011917
03122.png,1.5682309,0.49855754,2.1115832,-3.8228908,1.2225997,-9.077814,23.331158,0.81945014,2.7586014,-3.879992,4.8693295,-4.255604
03123.png,-4.4925585,-2.10293,-0.38649088,14.190398,-5.191184,-0.39742804,-2.4720654,-3.0731313,-1.5062441,-2.4114306,-4.0138197,-4.1502275
03124.png,-1.5410174,1.7936552,-1.8037736,-0.90291554,-2.3913383,-11.696935,-0.2193473,-2.637221,12.618824,4.2034492,-1.472227,1.8378967
03125.png,0.3423015,-2.0489552,0.9497889,-4.4199576,2.6392467,3.5870326,17.06388,-0.2652432,0.2099715,-5.1919713,5.9723973,-3.6690998
03126.png,-2.0403774,-1.2905021,3.591822,0.37633628,3.0509593,-8.902189,18.073969,2.1956725,3.4219177,-4.2728086,4.8126144,-5.256464
03127.png,2.3486652,-2.4036765,18.6465,-0.8943881,-2.2912364,-2.6209002,-5.573685,-0.58472407,-2.0321305,-3.2893398,-0.6591526,-1.8546134
03128.png,-1.9907126,-4.3609514,-1.2199904,13.529538,-4.1480937,0.3137489,-4.2755065,-4.03296,-1.8140426,1.448665,-4.0888968,-1.1343206
03129.png,0.40818346,0.37475148,0.76163673,-0.9674592,5.184375,-8.480314,22.160103,1.0628843,-1.0038564,-2.2339547,1.9034197,-2.3465126
03130.png,-0.24908,-2.7342653,17.44513,-0.03389355,-2.6497157,-1.3477441,-3.6981103,-1.9865699,-3.3183975,2.9085498,-2.2551262,-4.5362024
03131.png,0.34252572,-8.52432,-5.866838,15.987974,-2.3509552,4.539404,-3.704756,-5.1467776,1.5111243,-1.0017034,-3.9643488,-5.1735415
03132.png,22.91264,-0.3684959,1.0526323,-2.250803,-2.34146,-6.883247,-2.724987,2.0161924,-1.8543336,-2.109501,3.7833185,-2.2583263
03133.png,-3.1860974,-3.0210469,-3.1842675,8.366905,-3.6532638,9.584266,-3.9025502,-1.8864818,-4.4264774,-2.0604353,-4.855079,3.313958
03134.png,17.058386,-2.75525,0.49480247,8.800959,-3.2863657,-3.379018,-2.7639287,-2.699899,-4.839955,0.2782035,-1.4283648,-7.450042
03135.png,0.2688409,-2.1544125,20.330755,-3.0378077,-1.6673969,-3.459042,-4.494968,-1.9437692,-1.8026501,2.537928,-1.0513864,-2.9053292
03136.png,-5.0587926,0.95638764,-1.4466143,-0.7706005,-1.1951424,3.1849666,-1.611634,-3.650288,-3.5620677,-2.3956397,-0.9841846,17.294218
03137.png,-2.6407619,-1.5418036,-1.3467871,0.07355532,14.298975,-2.8498428,2.5785387,1.823201,3.9343057,-3.0829535,1.2941356,-4.4067283
03138.png,-2.257767,0.12930384,13.47231,2.2346525,-3.5004802,-1.0239447,-4.6650043,-3.3701978,-1.3777903,-1.6987936,-3.274806,-1.7095729
03139.png,-4.2446594,-2.2295322,1.8494115,-0.20857027,-3.385709,-2.0413747,-3.4878,-3.1599755,0.31306925,-2.8402634,-0.6351295,13.350768
03140.png,-0.25889385,-4.8007317,-2.6091204,-4.419876,1.9137547,24.18883,-3.5704422,-3.6009002,-4.276112,-5.9958158,1.7286668,-0.89360106
03141.png,21.407228,-3.7462583,-0.45328885,0.8650581,0.1545859,-7.0218616,-1.247757,3.4956894,2.8916667,-4.332659,1.0169617,-3.9373786
03142.png,-2.8892045,-1.6890491,0.7003566,2.6410995,3.4393048,-10.133555,22.457077,1.9966638,4.1984553,-5.8343973,3.8326342,-8.021998
03143.png,-3.248632,-3.080844,-2.940599,15.492726,-4.777464,0.049628712,-3.1922805,-4.540971,-2.269204,1.8542444,-6.636454,-3.605284
03144.png,0.9551846,-1.6804626,-3.8808942,-0.44361588,-0.3746307,-3.4080312,8.946429,-2.250989,3.672319,-6.532165,1.6353455,3.4485805
03145.png,-3.7474997,-1.2968198,3.7801898,16.79115,-6.090562,-2.6483514,-2.5754821,-2.850411,1.72555,-3.4593465,-4.33696,-6.358924
03146.png,-2.9891229,-2.814946,0.27931458,16.087894,-4.562218,-0.050805606,-4.0790696,-3.7279062,-1.5822828,-1.5426598,-4.968804,-4.982767
03147.png,0.86351436,-6.9424715,-2.398142,11.44871,-5.294738,-6.864319,-1.8753483,-3.0193942,5.9448853,5.639041,3.7533317,-8.247256
03148.png,-1.5987736,-5.423276,-2.504935,-5.5692587,0.47855008,24.050531,-3.9350758,-4.2237525,-4.7040424,-4.5942492,1.5798956,1.3593512
03149.png,-1.7936913,10.724688,1.9741548,-6.7742004,0.74749374,-11.928753,-1.8893318,1.4121113,11.709666,3.6701357,3.521935,-6.366165
03150.png,-2.047991,2.0957832,16.689777,-0.87128633,-0.7598196,-7.537333,-3.6727078,-2.0479736,1.1577893,-0.14667349,-3.5808342,-2.5492296
03151.png,-0.91129106,-1.4615444,3.1987207,-2.2000928,3.4108276,-8.0451765,23.713123,1.3895404,-0.11353429,-3.5746956,5.039635,-3.1818926
03152.png,-3.8992324,-3.746211,-3.5568132,-2.1517158,-0.30447394,20.263664,-5.119062,-2.735301,-0.5945434,-5.849819,-1.5504231,-2.0053923
03153.png,-0.06863864,-0.98015785,-2.807297,16.463396,-3.8657432,-7.565829,-0.30937302,2.530289,1.5497996,1.4675925,-3.8866568,-7.968761
03154.png,-4.461698,-3.1736906,-1.0715141,-3.0830846,-0.6231742,3.4665542,-2.229792,-4.547056,-2.1802504,-3.2167008,-0.66182625,19.961823
03155.png,-2.0298538,-2.84298,-3.237065,16.756557,-4.072534,3.2497692,-3.8537495,-3.019403,-4.09078,-0.45664936,-5.6229253,-4.3268123
03156.png,-2.378928,17.406057,-2.9965274,5.5911484,-4.207151,-1.8524977,-2.4911814,-0.9977274,-5.0102434,-1.7721058,-3.8005986,-4.148282
03157.png,0.5095371,-1.9116604,3.6256557,-3.7161598,2.7721615,-7.771773,15.477853,3.1261969,2.0201156,-1.0096451,6.2900386,-7.7792697
03158.png,-0.8358094,0.263778,15.877977,-2.1755915,-1.4635261,-1.4272507,-4.0516734,-1.8431208,-1.5057923,-0.25756395,-2.147454,-3.3468819
03159.png,2.1034992,-5.591477,6.2364535,8.766434,-4.5838356,-2.9160018,-1.1238294,-4.446602,0.5046158,-2.0435336,-2.5209947,-5.088372
03160.png,1.6070681,-4.0262995,0.033699807,-6.4814744,6.1064544,-6.7964244,24.51189,0.20907488,2.3972301,-7.3460193,8.134975,1.7772344
03161.png,-4.451203,-3.3271148,-4.6656623,10.489699,-1.9863818,5.17114,-2.2931645,-4.031081,-0.23878166,-3.590429,-4.967787,-0.19345272
03162.png,-0.5065957,-1.9391458,18.71404,-3.6390414,-2.4025311,-6.0906405,-3.3176577,-3.4393253,1.1065577,-0.13135065,0.7128978,-0.9885844
03163.png,1.4417565,-5.0124865,0.86177397,-7.164979,4.147953,-11.21011,17.5145,4.619324,5.9210315,6.645555,4.8041687,-2.377007
03164.png,0.18043958,-3.446516,-2.9993613,-1.3786263,-1.7239436,-4.100101,-4.449649,-2.2092261,1.6240764,20.570623,-3.0803823,-1.4262238
03165.png,1.1545573,-5.338544,-2.3961473,2.9395654,1.8375678,17.350798,-3.46305,-4.2301373,-6.00659,-5.1474032,0.8986405,-2.8221953
03166.png,-4.224688,-1.7106192,-0.5152998,-1.1300834,-0.49851054,2.3036187,-2.6438284,-2.3776498,-0.16639815,-1.4770018,-1.7568016,13.89028
03167.png,-0.28091246,-5.63275,-3.3962774,-5.152345,-0.66616094,25.14385,-3.4394476,-3.7488232,-4.137622,-4.433891,-0.76577646,0.9760557
03168.png,-1.7379555,-1.4123515,-2.634145,-1.4842614,0.66801846,-5.2184043,-2.8737638,-2.715889,6.2094536,12.755435,-2.907977,4.3273573
03169.png,0.26001078,-4.9640946,-1.6311411,-2.613514,-1.7170572,-6.611369,-2.9354756,-0.8805474,2.5140917,22.507185,-1.4170098,-2.3549664
